# Nominal variables A B 
X   Y   Z   S   T   U   W   A   R     P     B   Q
0	0	3	20	19	2	5	0	1	47.6605	2	4
0	1	2	22	13	3	2	0	2	62.8364	1	3
2	2	0	20	20	3	2	0	1	25.4894	2	4
2	3	3	21	15	4	2	0	2	45.8207	1	3
5	14	4	27	17	1	2	0	0	49.8754	1	7
2	5	2	8	21	4	0	0	1.33	44.4134	3	3
0	0	2	21	9	7	4	0	0	54.2861	2	6
0	0	1	19	21	3	1	0	2	27.8193	3	7
0	0	0	23	5	0	5	0	0	23.54	2	5
0	1	2	17	23	2	3	0	2	48.345	1	1
3	8	10	8	22	12	9	0	4	38.6804	1	2
1	0	0	20	19	3	7	0	0	40.449	2	7
1	3	0	9	10	2	8	0	2	25.2512	1	4
8	2	1	25	2	0	2	0	0	24.9555	3	7
1	3	5	15	26	4	6	0	0	22.7488	3	9
0	0	0	19	10	0	5	0	0	48.7091	1	1
8	11	2	16	18	1	5	0	0	47.1294	1	1
0	1	1	12	36	8	2	0	0	43.3101	2	8
4	5	0	24	13	5	4	0	0	24.6872	2	5
3	0	1	21	19	5	6	0	0	56.5722	1	3
18	18	12	0	58	3	0	0	3	37.6153	1	4
1	1	0	19	12	0	3	0	1	39.1704	1	5
3	5	9	14	53	6	8	0	1	62.193	1	5
0	7	3	13	20	1	4	0	0	18.8063	2	3
1	1	0	16	22	2	7	1	1	40.3587	1	1
0	0	1	27	3	0	3	0	1	37.8782	1	6
8	10	3	4	43.67	11	6	0	4	36.9637	2	0
0	1	0	16	3.33	0	6	0	0	49.8617	1	2
5	7	0	17	32	0	8	0	2	32.1725	2	5
2	4	0	24	7	3	3	0	0	29.4976	1	4
6	7	4	15	4	0	0	0	1	42.1191	3	5
0	3	2	18	18	5	3	0	0	58.4175	1	5
1	6	0	18	43	15	7	0	2	38.0287	3	4
1	5	2	25	6	0	4	0	0	37.2402	1	5
10	9	4	11	29	3	8	1	0	22.5298	2	5
0	2	0	14	6	0	0	0	3	38.1793	1	2
0	5	5	14	26	1	4	0	0	45.0924	2	6
8	9	0	1	39	7	4	1	3	52.3559	1	0
2	1	1	15	52	5	2	0	0	36.9144	3	3
0	5	7	17	4	1	2	0	1	41.744	1	3
4	2	5	24	13	1	3	0	0	34.0041	2	4
0	0	1	25	0	0	2	1	0	38.4559	1	0
11	6	0	22	18.67	5	7	0	0	19.6632	3	6
1	0	1	10	1	0	7	0	3	41.3333	1	2
5	6	2	16	23	5	5	0	3	33.974	2	5
3	2	0	8	45	1	5	0	0	45.3388	1	1
0	6	3	19	7.25	2	4	0	0	23.8576	3	6
0	0	1	5	47	1	4	0	1	58.6502	1	7
1	0	1	19	11	3	1	0	0	29.3306	2	2
1	1	0	7	27	2	4	0	1	45.2649	2	3
5	0	0	27	0	2	6	0	0	37.2567	1	7
3	2	0	6	18	1	9	0	0	33.5003	2	8
4	2	6	22	19	1	4	0	1	62.7105	1	4
12	15	12	23	27	10	2	0	0	22.8638	1	2
14	11	8	8	28	3	9	0	2	53.1417	1	6
4	5	0	21	24	4	3	0	1	40.553	2	6
0	0	0	26	0	0	4	0	0	38.0123	1	5
2	2	1	23	6	1	7	0	0	40.7502	2	7
0	1	2	23	4	1	4	0	1	20.449	3	5
0	1	2	15	19	3	9	0	0	54.5161	2	6
3	2	0	27	5	2	5	0	0	33.963	1	5
0	1	1	20	1	1	4	0	0	36.1177	2	6
1	17	6	0	58	3	9	0	1	53.6756	2	2
10	2	7	21	3	1	2	0	3	35.2252	1	1
1	3	1	18	16	3	5	0	0	26.6721	3	8
1	0	0	0	43	5	4	0	3	39.1923	1	2
3	0	4	21	3	1	3	0	0	59.4743	1	4
0	1	1	19	10	2	2	0	1	46.3984	1	4
2	1	1	18	14	1	4	0	1	24.5777	3	4
0	0	1	13	17	2	4	0	1	48.0301	1	5
5	4	4	12	22	0	5	0	0	31.8001	3	4
12	8	6	12	9	3	7	0	3	27.488	3	5
2	3	2	24	8	1	4	0	0	59.8029	1	2
0	0	0	20	14	3	4	0	0	53.2539	1	4
6	8	7	17	43	6	4	0	0	42.1903	2	2
4	6	5	13	25	5	3	0	1	54.1739	1	1
3	8	3	25	0	0	2	0	2	48.1643	2	6
0	0	0	5	47	3	9	0	2	35.77	2	7
0	1	0	27	2	0	3	0	0	39.8823	1	4
8	5	4	23	7	0	7	0	1	29.8398	2	4
1	0	0	18	11	1	3	0	0	26.9322	2	5
0	2	0	27	1	2	1	0	2	22.538	3	3
2	1	0	22	24	4	0	0	0	39.0719	1	5
4	2	0	21	5	0	1	0	0	36.8871	1	2
1	6	4	17	20	4	0	0	0	62.9596	1	9
0	0	0	15	47	5	5	0	1	30.6311	3	7
2	1	3	3	44	5	9	0	2	43.373	1	1
0	1	2	20	20	3	2	0	2	58.9514	2	4
1	1	3	24	0	12	6	0	1	50.1437	1	9
0	2	1	14	28	5	2	0	0	57.6947	1	4
4	5	0	27	4	2	1	0	1	21.2101	2	6
0	0	0	18	4	1	3	0	0	47.8741	1	5
0	1	0	18	0	1	3	0	0	44.0821	1	4
3	0	2	23	7	3	4	0	0	33.9055	2	6
1	2	0	18	25	5	3	0	0	44.5558	1	4
0	1	0	24	23.88	4	8	0	0	37.3963	1	4
10	14	10	9	55	3	4	1	2	52.0027	1	7
0	0	0	26	11	0	6	0	0	24.1478	3	6
1	1	0	22	8	1	2	0	0	40.3395	2	5
0	0	0	27	2	2	3	0	0	34.0424	3	3
11	6	2	9	40	8	6	0	2	21.8426	1	2
0	1	1	25	6	0	4	0	0	28.5339	2	2
0	2	3	24	1	0	1	0	0	25.6318	2	4
0	2	0	24	10	0	0	0	0	56.3285	2	6
0	2	2	21.38	11	3	2	0	2	51.9069	1	4
7	15	12	13	6.5	2.5	3	0	2	53.0787	1	0
2	6	2	25	0	0	1	0	1	59.2772	1	0
4	4	2	4	2	2	0	0	3	44.7447	1	0
3	10	5	24	13	0	3	0	0	57.0459	2	5
0	0	6	19	23	3	6	0	1.33	54.4723	2	9
11	14	13	27	11	5	7	0	0	46.538	1	2
14	2	4	10	36	8	6	0	2	50.1465	1	2
0	4	4	11	1.28	7	1	0	1	61.6153	1	2
6	7	1	21	11	5	8	0	1	30.5736	2	5
18	23	14	27	6	3	6	0	1	53.3142	1	0
2	2	2	20	6	0	6	0	0	57.6756	2	4
6	6	6	2	39.17	3.75	8	1	0	65.8919	1	5
0	1	0	23	19	0	6	0	0	24.3723	2	2
1	0	0	2	36	4	9	1	4	47.2115	1	0
0	3	3	22	2	4	2	0	1	53.0103	1	1
5	5	0	12	8	1	2	0	2	52.4463	1	0
5	4	2	6	3	0	1	0	0	62.8008	1	4
4	18	10.5	20.25	6.9	6	1	0	1	56.0493	3	0
0	2	0	21	13.5	0	1	0	0	53.2813	2	0
0	5	3	25.88	0	0	0	0	0	50.2669	1	3
7	8	3	10	36	5	9	0	2	37.7851	1	8
1	0	2	20	12	5	5	0	4	36.1506	2	3
2	0	1	17	16	8	0	0	4	43.9316	2	1
1	6	2	16	13	0	6	0	1	28.794	3	3
0	2	4	23	8	0	0	0	0	47.8193	2	6
0	4	5	18	30	1	8	1	2	64.3395	2	7
0	6	1	12	25	1	3	0	1	64.4517	1	3
0	7	1	8	26	3	6	0	0	24.7721	1	4.5
4	5	7	22	13	0	6	0	0	31.1075	2	3
7	6	2	9	0	0	8	0	2	51.2416	1	3
2	17	7	26	13	1	6	0	1	27.1431	2	6
1	5	6	13	7	0	4	0	1	30.8747	3	6
0	2	6	26	4	0	3	0	0	25.9685	2	6
12	17	12	5	18	5	3	0	2	36.4107	1	3
1	12	7	20	3	0	6	0	0	48.8104	2	0
6	7	1	11.25	26	2.5	4.5	0	0	62.2861	3	6
9	13	7	8	10	8	1	1	4	43.0719	1	0
2	4	8	15	33	1	0	1	2.67	60.4517	2	0
3.6	9	11	15	26	7	5	0	1	52.7228	1	5
18	22	10	3	58	3.75	0	1	2	55.6249	1	1
5	9	4	10	37.83	5	6	0	1	52.4079	2	4
3	1	1	27	13	8	7	0	0	28.1396	1	2
7	6	1	0	60	0	0	1	2	28.5311	2	0
1	0	0	10	19.25	4	3	0	3	54.5407	1	6
14	16	6	5	50	6	9	1	3	52.5175	1	1
3	5	7	12	35	5	5	0	2	58.3956	1	2
2	9	3	20	9	6	2	0	1	37.2074	2	1
11	18	0	14	13	0	3	0	1	32.334	2	6
7.2	7.2	5	12	37	1	3	0	1	60.3997	1	1
0	6	0	19	6	2	0	0	0	38.9897	1	5
5	5	3	21	19	5	6	0	0	29.3634	3	8
1	0	0	20	10	0	5	0	0	50.1574	1	2
8.4	19	10	8	49	4	2	1	1	49.9165	1	3
5	8	3	14	6	1	6	0	0	56.5996	1	6
4	6	1	16	14	3	0	0	0	29.7002	3	6
2	2	4	14	5	8	8	0	1	25.1773	3	4
5	5	1	6	31	4	3	0	0	34.7379	2	4
15	23	10	12	17	5	1	1	1	29.0595	3	4
3	1	1	22	20	1	5	0	0	25.4593	3	4
1	3	2	22	11	1	4	0	0	39.3758	3	2
1	10	0	27	21.38	3	6	0	1	47.4223	1	2
11	20	14	18	9.25	13	8	1	2	48.1314	1	0
0	0	0	18	4	4	3	0	0	31.2799	2	6
1	3	3	16	15	4	6	0	1	37.0267	1	2
0	0	1	23	4	1	6	0	2	63.718	1	4
0	3	0	25	14	0	1	0	1	35.3183	2	6
2	8	2	13	13	0	0	1	1	49.7878	1	0
0	9	2	23	8	4	2	1	0	47.9671	3	2
5	7	2	7	27	3	3	0	1.33	63.7043	1	3
3	2	3	19	24	3	5	0	1	42.9596	2	4
4	6	2	17	9	4	3	0	1	51.0445	2	4
0	2	0	24	15	1	5	0	1	53.1335	1	3
5	4	4	15	40	4	5	0	0	33.2129	1	4
2	9	8	26	8.33	5	6	0	0	35.05	2	5
0	0	1	24	11	0	0	0	0	35.1923	2	6
6	17	20	2	31	5	9	1	2	48.0411	1	3
2	4	7	20	21	3	4	0	0	41.963	2	2
8	4	5	27	20	1	6	0	3	47.3867	1	5
3	11	0	0	49	0	3	0	4	38.0452	1	4
1	3	4	24	7	2	4	0	1	37.2485	2	7
0	2	1	21	12	5	6	0	2	29.0541	3	8
1	1	2	15	1	0	6	0	0	27.6742	2	6
7	11	10	3	29	6	0	0	0	48.4764	1	0
1	2	0	13	21	1	0	0	0	58.1081	1	1
0	0	1	21.38	8	1	0	0	0	39.2553	3	0
6	7	4	12	44	8	1	0	1	42.5352	1	9
3	0	1	23	8	0	6	0	1	26.0698	2	8
0	0	0	25	2	0	2	0	2	35.707	1	3
0	0	1	27	5	0	1	0	0	55.833	2	5
4	10	7	25	13	3	1	0	0	61.755	2	4
5	2	2	4	27	2	0	0	1	35.5373	3	4
5	11	12	3	45	13	9	1	4	48.5394	1	6
2	3	3	15	18	0	2	0	2	45.0404	3	5
0	0	2	26	5	10	3	0	3	49.2348	2	2
0	0	3	11	29	4	4	0	1	53.5359	1	2
19	20	9	27	4	0	1	0	0	49.7769	1	2
3	3	2	14	22	2	2	0	1	50.5873	1	3
3	3	2	17	29	5	5	1	4	64.5558	2	5
3	7	10	20	7	4	6	0	1	63.7837	1	3
3	6	0	21	27	3	4	0	0	28.5804	1	2
10	14	3	27	6	0	8	0	0	26.6146	2	8
1	2	3	17	33	4	3	0	1	49.6893	1	5
2	6	6	21	4	1	8	0	1	52.5996	1	3
0	2	1	3	5	2	2	0	2	52.5996	1	4
14	22	7	11	34	6	9	0	1	47.614	1	1
0	0	0	21.38	0	0	2	0	0	33.6728	2	1
0	0	2	26	12	0	4	1	0	26.7406	2	8
1	15	7	21	9	4	2	0	1	33.0267	1	7
5	9	6	25	2.33	2	3	0	2	56.4134	1	2
5	1	1	11	29	9	9	1	4	45.1499	2	3
3	3	1	25	15.5	4	1	0	1.33	23.4908	3	5
3	8	1	16	14	5	5	0	1	34.245	2	2
0	0	0	22	14	5	4	0	2	54.8419	1	4.5
0	0	1	21	0	0	4.5	0	1	43.655	1	6
5	10	2	16	3	2.5	2	0	1	57.7796	1	6
4	6	2	11	35	1	2	0	2	39.7317	1	0
8	12	6	20	10	0	3	0	0	39.4579	2	2
1	3	0	9	43.78	6.25	3	0	1	55.4798	1	1
0	2	2	26	8	0	9	0	1.33	65.5058	2	7
8	9	1	15	8	1	4	0	3	50.5873	2	2
0	3	2	2	36	3	4	0	4	23.154	1	1
1	2	1	10.13	31.13	4	1.5	1	2	61.1143	1	0
6	2	0	20	6	5	6	1	3	26.601	1	0
1	0	0	17	16	0	3	0	1	37.7823	1	3
6	5	3	20	20	7	3	0	2	59.3101	2	1
4	3	4	15	30	6	8	0	3	43.6085	2	2
3	6	5	8	31	3	9	0	3	35.9808	1	7
